33552116_108.cml_Control_elements_2	Control elements	"Controller

 General information

 The buttons can be used to open the menus directly. The Controller can be used to select menu items and enter the settings.
Some iDrive functions can be operated using the touchpad on the Controller.
- Turn.
- Press.
- Move in four directions.Buttons on Controller

 Buttons at a glance
Press button
Function
Press once: call up main menu.
Press twice: open recently used menus.
Open the Communication menu.
Open the Media/Radio menu.
Open destination input menu for navigation.
Open navigation map.
Open previous panel.
Opens the Options menu."
33552150_282.cml_Display_0	Display	"The information from the onboard computer is shown in the instrument cluster."
33552233_146.cml_Using_the_remote_control_0	Using the remote control	"Information

 Take the remote control with you"
33552233_146.cml_Using_the_remote_control_1	Using the remote control	"Unlocking

 Press button on the remote control.
Depending on the settings the following access points are unlocked:
- Driver's door and fuel filler flap.
- All doors, tailgate, and fuel filler flap.In addition, the following functions are executed:
- The settings saved in the profile are applied.
- The interior lights are being switched on, unless they were manually switched off. Switching the interior lights on and off manually.
- The welcome lamps are switched on, if it is dark outside, door handle lighting and the Welcome Light Carpet are also switched on. These functions must be activated in the Settings.
Press the remote control button again to switch on Welcome Light Carpet for the already unlocked vehicle.
- Exterior mirrors folded through convenient closing are folded open.
- The rear sliding visor is traveled into the position, where it was prior to locking.
- Anti-theft protection is switched off.
- The alarm system is switched off.After opening the driver's door, the vehicle is ready for operation."
33552233_146.cml_Using_the_remote_control_2	Using the remote control	"Convenient opening

 Press and hold this button on the remote control after unlocking.
The windows and the glass sunroof are opened, as long as the button on the remote control is pressed. The windows are opened, as long as the button on the remote control is pressed. For safety reasons, the opening motion is stopped after approx. 10 seconds. Press button again if the opening motion is not yet finished."
33552233_146.cml_Using_the_remote_control_3	Using the remote control	"Locking

 Locking from the outside
The driver's door must be closed.
Press button on the remote control.
- All doors, the tailgate, and the fuel filler flap are locked.
- The rear sliding visor is being closed.
- With anti-theft protection: Anti-theft protection is switched on. It prevents the doors from being unlocked using the lock buttons or the door opener.
- The alarm system is switched on."
33552233_146.cml_Using_the_remote_control_4	Using the remote control	"Convenient closing

 Press and hold this button on the remote control after locking.
The windows and the glass sunroof are closed, as long as the button on the remote control is pressed. The windows are closed, as long as the button on the remote control is pressed. The exterior mirrors are folded in.
The exterior mirrors are not folded in when the warning flashers are activated. Monitor closing
For safety reasons, the closing motion is stopped after approx. 10 seconds. Press button again if the closing motion is not yet finished."
33552233_146.cml_Using_the_remote_control_5	Using the remote control	"Switching on exterior lighting

 Press button on the remote control with the vehicle locked.
- The interior lights are being switched on, unless they were manually switched off. Switching the interior lights on and off manually.
- In the dark, door handle lighting and Welcome Light Carpet are switched on if these functions were activated. For Settings.If the button is pressed again within 10 seconds after vehicle was locked, the interior motion sensor and tilt alarm sensor of the anti-theft warning system are turned off. After locking, wait 10 seconds before pressing the button again."
33552233_146.cml_Using_the_remote_control_6	Using the remote control	"Panic mode

 You can trigger the alarm system if you find yourself in a dangerous situation.
Press button on the remote control and hold for at least 3 seconds.
To switch off the alarm: press any button."
33552233_146.cml_Using_the_remote_control_7	Using the remote control	"Opening and closing the tailgate Opening the tailgate 

 Area of movement of the tailgate
Press and hold button on the remote control for approx. 1 second.
The tailgate opens, regardless of whether the vehicle was previously locked or unlocked.
To avoid locking it into the vehicle, do not place the remote control in the cargo area.
The opened tailgate is closed, as long as the button on the remote control is pressed. Depending on the features and the country version, it is also possible to have door unlocked. Create the settings.
With some equipment packages the doors are also always unlocked. If the doors were not unlocked, the tailgate is locked again as soon as it closes."
33552233_146.cml_Using_the_remote_control_8	Using the remote control	"Switching on the headlight courtesy delay feature

   Press button on the remote control.
The duration can be set in the Control Display."
33552233_146.cml_Using_the_remote_control_9	Using the remote control	"Malfunction

 Remote control detection by the vehicle can among others be malfunctioning under the following circumstances:
- The battery of the remote control is discharged. Replace the battery.
- Interference of the radio connection from transmission towers or other equipment with high transmit power.
- Shielding of the remote control due to metal objects.
- Interference of the radio connection from mobile phones or other electronic devices in direct proximity.Do not transport the remote control together with metal objects or electronic devices.
In the case of interference, the vehicle can also be unlocked and locked from the outside without remote control.
For US owners only

 The transmitter and receiver units comply with part 15 of the FCC/Federal Communication Commission regulations. Operation is governed by the following:
FCC ID:
- LX8766S.
- LX8766E.
- LX8CAS.
- LX8CAS2.
- MYTCAS4.Compliance statement:
This device complies with part 15 of the FCC Rules. Operation is subject to the following two conditions:
- This device may not cause harmful interference, and
- this device must accept any interference received, including interference that may cause undesired operation.Any unauthorized modifications or changes to these devices could void the user's authority to operate this equipment."
33552402_653.cml_Display_in_the_instrument_cluster_0	Display in the instrument cluster	"Display

 When ECO PRO mode is activated, the display switches to a special configuration.
Some of the displays may differ from the display in the instrument cluster.
Blue bar segments symbolize the gained bonus range in stages."
33552402_653.cml_Display_in_the_instrument_cluster_1	Display in the instrument cluster	"ECO PRO bonus range

 An adjusted driving style helps you extend your driving range.
This may be displayed as the bonus range in the instrument cluster.
The bonus range is shown in the range display.
The bonus range is automatically reset every time the vehicle is refueled."
33552402_653.cml_Display_in_the_instrument_cluster_2	Display in the instrument cluster	"Efficiency display

 Display in the instrument cluster Display in the instrument cluster with expanded scope A mark in the efficiency display informs about the current driving style.
Mark in the area of arrow 1: display of the energy recovered by coasting or when braking.
Mark in the area of arrow 2: display when accelerating."
33552402_653.cml_Display_in_the_instrument_cluster_3	Display in the instrument cluster	"ECO PRO tip, driving tip

 As soon as one of the conditions for efficient driving is no longer fulfilled, respective driving instructions are displayed as a symbol in the instrument cluster.
The arrow indicates that the driving style can be adjusted to be more fuel efficient by backing off the accelerator for instance.
The ECO PRO tip is not displayed anymore as soon as the conditions for efficient driving are fulfilled again."
33552402_653.cml_Display_in_the_instrument_cluster_4	Display in the instrument cluster	"ECO PRO tip, symbols

 Symbol
Measure
For an efficient driving style: 
Give less gas, decelerate in advance or reduce speed to selected ECO PRO speed.
Steptronic transmission: shift from M/S to D."
33552498_129.cml_General_information_0	General information	"All devices paired and/or connected with the vehicle are displayed in the device list.
About iDrive:
1.  My Vehicle 
2.  iDrive settings 
3.  Mobile devices A symbol indicates, for which function a device is used.
Symbol
Function
 Telephone 
 Additional telephone   Bluetooth  audio   Apps 
 Screen Mirroring 
 Internet hotspot   Touch Command "
33552818_2.cml_Owner's_Manual_on_the_Control_Display_0	Owner's Manual on the Control Display	"Vehicle specific Owner's Manual

 The Owner's Manual is displayed on the Control Display in accordance with the equipment in your vehicle."
33552818_2.cml_Owner's_Manual_on_the_Control_Display_1	Owner's Manual on the Control Display	"Search options in the Owner's Manual

 The following search options are available:
- Using keywords:  Keyword search .
- Using pictures:  Search by pictures .1. Press button.
2. Turn the controller: highlight  My Vehicle .
3. Press the controller.
4. Select  Quick reference ,  Search by pictures  or  Keyword search ."
33552818_2.cml_Owner's_Manual_on_the_Control_Display_2	Owner's Manual on the Control Display	"Instructions on the current display

 You may open the relevant information directly.
Opening during operation on the Control Display

 To move directly from the application on the Control Display to the Options menu:
1. Press button.
2.  Owner's Manual .
3. Select the desired page in the Owner's Manual.Opening when a Check Control message is displayed

 Directly from the Check Control message on the Control Display:
 Owner's Manual ."
33552882_1269.cml_Indicator_lamp_for_the_front-seat_passenger_airbags_0	Indicator lamp for the front-seat passenger airbags	"The indicator lamp for the front-seat passenger airbags indicates the operating state of the front-seat passenger airbags. 
The lamp indicates whether the airbags are either activated or deactivated.
- If the front-seat passenger airbags are deactivated, the indicator lamp lights up permanently.
- If the front-seat passenger airbags are activated, the indicator lamp does not light up. - The indicator lamp lights up when a child that is properly seated in a child restraint system intended for that purpose is detected on the seat. Airbags on the front passenger side are not activated.
Most child seats are detected by the system. 
Especially the child seats required by NHTSA at the time that the vehicle was manufactured. After installing a child seat, make sure that the indicator lamp for the front-seat passenger airbags lights up. This indicates that the child seat has been detected and the front-seat passenger airbags are not activated.
- The indicator lamp lights up if the seat is empty. The airbags on the front passenger side are not activated.
- The indicator lamp does not light up when, e.g., a correctly seated person of sufficient size is detected on the seat. The airbags on the front passenger side are activated."
33552976_1283.cml_Battery_replacement_0	Battery replacement	"CAUTION
Vehicle batteries that are classified as not suitable can damage vehicle systems and impair vehicle functions. There is risk of property damage. Information on the compatible vehicle batteries is available at your dealer's service center. Vehicle batteries that are not compatible can damage vehicle systems and impair vehicle functions. There is a risk of personal and property damage. Only vehicle batteries that are compatible with your vehicle type should be installed in your vehicle. Information on compatible vehicle batteries is available at your dealer's service center. After a battery replacement, the manufacturer of your vehicle recommends that the vehicle battery be registered on the vehicle by a dealer's service center or another qualified service center or repair shop to ensure that all comfort features are fully available and that any Check Control messages of these comfort features are no longer displayed."
33553137_718.cml_Home_address_0	Home address	"The concept

 The home address can be specified or changed."
33553137_718.cml_Home_address_1	Home address	"Setting the home address

 1.  Settings 
2.  Set home address  or  Change home address "
33553220_1248.cml_Comfort_Access_0	Comfort Access	"The concept

 The vehicle can be accessed without activating the remote control. 
All you need to do is to have the remote control with you, such as in your pants pocket."
33553220_1248.cml_Comfort_Access_1	Comfort Access	"Functional requirements

 - There are no external sources of interference nearby.
- To lock the vehicle, the remote control must be located outside of the vehicle.
- The next unlocking and locking cycle is not possible until after approx. 2 seconds.
- The engine can only be started if the remote control is inside the vehicle."
33553220_1248.cml_Comfort_Access_2	Comfort Access	"Malfunction

 Comfort Access may not function properly if it experiences interference from external sources such as mobile phones, metal objects, overhead power lines, transmission towers, etc.
If this occurs, open or close the vehicle using the buttons on the remote control or use the integrated key in the door lock.
To subsequently start the engine, it may be necessary to hold the remote control against the marked Area on the steering column."
33553289_1010.cml_Tire_inflation_pressure_0	Tire inflation pressure	"Safety information

 The tire characteristics and tire inflation pressure influence the following:
- The service life of the tires.
- Road safety.
- Driving comfort."
33553289_1010.cml_Tire_inflation_pressure_1	Tire inflation pressure	"Checking the tire inflation pressure

 Additional information can be found in the BMW ALPINA Supplementary Owner's Manual. Check the tire inflation pressure regularly
Check the tire inflation pressure of the emergency wheel in the cargo area regularly, and correct it as needed. Tires have a natural, consistent loss of tire inflation pressure.
Tires heat up while driving, and the tire inflation pressure increases along with the tire's temperature. The tire inflation pressure specifications relate to cold tires or tires with the ambient temperature.
Only check the tire inflation pressure when the tires are cold. This means after driving no more than 2 km 1.25 miles/2 km  or when the vehicle has been parked for at least 2 hours.
The displays of inflation devices may under-read by up to 0.1 bar 0.1 bar/2 psi .
For Flat Tire Monitor: after correcting the tire inflation pressure, reinitialize the Flat Tire Monitor. For Tire Pressure Monitor: after correcting the tire inflation pressure, reset the Tire Pressure Monitor."
33553289_1010.cml_Tire_inflation_pressure_2	Tire inflation pressure	"Tire inflation pressure specifications

 The tire inflation pressure values for tire sizes approved by the manufacturer of the vehicle for the vehicle type are on the door pillar of the driver's door.
If the speed letter of the tire cannot be found, the tire inflation pressure of the appropriate tire size applies. The tire inflation pressure specifications apply for tires at ambient temperature. The tire inflation pressure table contains all tire inflation pressure specifications for the specified tire sizes at the ambient temperature. The tire inflation pressure values are in the printed Owner's Manual and apply to tire sizes approved by the manufacturer of the vehicle for the vehicle type. To identify the correct tire inflation pressure, please note the following: - Tire sizes of your vehicle.
- Maximum permitted driving speed. WARNING"
33553289_1010.cml_Tire_inflation_pressure_3	Tire inflation pressure	"Tire sizes

 The pressure values apply to tire sizes approved by the manufacturer of the vehicle for the vehicle type.
More information about wheels and tires can be requested from a dealer's service center or another qualified service center or repair shop. Tire inflation pressures up to 100 mph/160 km/h

 For speeds of up to 100 mph/160 km/h and for optimum driving comfort, note the tire inflation pressure values in the printed Owner's Manual and adjust as necessary.
These pressure values can also be found on the tire inflation pressure label on the driver's door pillar.
Do not exceed a speed of 100 mph/160 km/h. Tire inflation pressures at max. speeds above 100 mph/160 km/h

 Speeds above 100 mph/160 km/h Tire inflation pressure values

 The tire inflation pressure values can be found in the printed Owner's Manual."
33553312_698.cml_Gas_station_recommendation_0	Gas station recommendation	"The concept

 The remaining range is calculated, and if needed gas stations along the route are displayed.
Even with the most current navigation data, information regarding individual gas stations may have changed. For instance, certain gas stations may not be operating.
Gas station recommendations are displayed in the Route list."
33553312_698.cml_Gas_station_recommendation_1	Gas station recommendation	"Open

 1.  Refuel   Refuel  A list of the gas stations is displayed.
2. Highlight a gas station.
The location of the gas station is displayed on the split screen.
3. Select the gas station.
4. Select the symbol.
5.  Start guidance "
33553312_789.cml_Gas_station_recommendation_0	Gas station recommendation	"The concept

 The remaining range is calculated, and if needed gas stations along the route are displayed.
Even with the most current navigation data, information regarding individual gas stations may have changed. For instance, certain gas stations may not be operating.
Gas station recommendations are displayed in the Route list."
33553312_789.cml_Gas_station_recommendation_1	Gas station recommendation	"Open

 1.  Refuel   Refuel  A list of the gas stations is displayed.
2. Highlight a gas station.
The location of the gas station is displayed on the split screen.
3. Select the gas station.
4. Select the symbol.
5.  Start guidance "
33553350_697.cml_Simulating_destination_guidance_0	Simulating destination guidance	"The concept

 While the vehicle is stopped and destination guidance is active, driving on the route can be simulated."
33553350_697.cml_Simulating_destination_guidance_1	Simulating destination guidance	"Open

 1.  Navigation 
2.  Map 
3.  Route 
4.  n. t. a. (ASIA NAV) 
The route is displayed on the map."
33553350_697.cml_Simulating_destination_guidance_2	Simulating destination guidance	"Functions and settings

 Move the Controller to the left to call up additional functions and settings.
Symbol
Function

 n. t. a. (ASIA) 

 n. t. a. (ASIA) 

 Speed: 

 n. t. a. (ASIA) 

 Map views "
33553350_788.cml_Simulating_destination_guidance_0	Simulating destination guidance	"The concept

 While the vehicle is stopped and destination guidance is active, driving on the route can be simulated."
33553350_788.cml_Simulating_destination_guidance_1	Simulating destination guidance	"Open

 1.  Navigation 
2.  Map 
3.  Route 
4.  n. t. a. (ASIA NAV) 
The route is displayed on the map."
33553350_788.cml_Simulating_destination_guidance_2	Simulating destination guidance	"Functions and settings

 Move the Controller to the left to call up additional functions and settings.
Symbol
Function

 n. t. a. (ASIA) 

 n. t. a. (ASIA) 

 Speed: 

 n. t. a. (ASIA) 

 Map views "
33553424_1255.cml_Secure_the_vehicle_against_rolling_0	Secure the vehicle against rolling	"Before exiting, secure the vehicle against rolling. Make sure that selector lever position P is engaged."
33553424_1255.cml_Secure_the_vehicle_against_rolling_1	Secure the vehicle against rolling	"Engage selector lever position P

 Press button P."
33553424_1255.cml_Secure_the_vehicle_against_rolling_2	Secure the vehicle against rolling	"Setting the parking brake

 Pull the switch.
LED on the switch lights up.
The indicator lamp in the instrument cluster lights up red. The parking brake is set."
33553818_5.cml_Symbols_and_displays_0	Symbols and displays	"Symbols

 Warning.
 ...  Identifies Control Display texts used to select individual functions.
 ...  Verbal instructions to use with the voice activation system.
  ...   Identifies the answers generated by the voice activation system.
Environmental note.
Symbols on vehicle components

 Indicates that you should consult the Owner's Manual."
33553818_5.cml_Symbols_and_displays_1	Symbols and displays	"Action steps

 Action steps to be carried out are presented as numbered list. The steps must be carried out in the defined order.
1. First action step.
2. Second action step."
33553818_5.cml_Symbols_and_displays_2	Symbols and displays	"Enumerations

 Enumerations without mandatory order or alternative possibilities are presented as list with bullet points.
- First possibility.
- Second possibility."
33553971_1014.cml_Tire_age_0	Tire age	"Recommendation

 Regardless of wear and tear, replace tires at least every 6 years."
33553971_1014.cml_Tire_age_1	Tire age	"Manufacture date

 On the sidewall:
DOT … 0116: the tire was manufactured in the 1st week of 2016."
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_0	Configuring ECO PRO INDIVIDUAL	"Opening via the Driving Dynamics Control

 1. Activate ECO PRO.
2.  Configure ECO PRO INDIVIDUAL "
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_1	Configuring ECO PRO INDIVIDUAL	"Opening via iDrive

 1.  My Vehicle 
2.  Vehicle settings 
3.  Driving Experience Control 
4.  Configure ECO PRO INDIVIDUAL "
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_2	Configuring ECO PRO INDIVIDUAL	"ECO PRO notes

 Activate the ECO PRO limit:
 ECO PRO speed warning 
An ECO PRO tip is displayed if the speed of the set ECO PRO limit is exceeded.
Adjust the ECO PRO limit speed:
-  Tip at: "
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_3	Configuring ECO PRO INDIVIDUAL	"Activating ECO PRO functions

 Adjust, which ECO PRO functions should be used.
-  Coasting 
-  ECO PRO seat climate control 
-  ECO PRO climate control 
-  ECO PRO sight 
-  Route-ahead assistant "
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_4	Configuring ECO PRO INDIVIDUAL	"Coasting

 Fuel-efficiency can be optimized by disengaging the engine and Coasting with the engine idling."
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_5	Configuring ECO PRO INDIVIDUAL	"ECO PRO seat air conditioning

 The output of seat heating and possibly seat ventilation is reduced on activation of ECO PRO."
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_6	Configuring ECO PRO INDIVIDUAL	"ECO PRO climate control

 Climate control is set to be fuel-efficient.
By making a slight change to the set temperature, or slowly adjusting the rate of heating or cooling of the car's interior, fuel consumption can be economized.
The mirror heating is made available when outside temperatures are very cold."
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_7	Configuring ECO PRO INDIVIDUAL	"ECO PRO light and sight

 An efficient light control of the headlamps is activated. At the same time, the output of the exterior mirror heating and rear window defroster are reduced. Route-ahead assistant

 The route-ahead assistant detects and indicates route sections ahead of the vehicle."
33553996_652.cml_Configuring_ECO_PRO_INDIVIDUAL_8	Configuring ECO PRO INDIVIDUAL	"Resetting the settings

 Reset ECO PRO INDIVIDUAL to the standard settings:
Select and confirm  Reset to ECO PRO STANDARD ."
33554116_366.cml_System_limits_0	System limits	"Information

 Observe the system limits"
33554116_366.cml_System_limits_1	System limits	"Functional limitations

 The system may not be fully functional in the following situations:
- When a vehicle is approaching at a speed much faster than your own.
- In heavy fog, rain or snowfall.
- In tight curves or on narrow lanes.
- If the bumper is dirty or iced up, or covered with stickers.
- If cargo protrudes.For vehicles with side collision warning, the steering intervention can be limited for example in the following situation:
- In the event of missing, worn, poorly visible, merging, diverging, or multiple lane markings such as in construction areas.
- When lane markings are covered in snow, ice, dirt or water.
- When the lane markings are not white.
- When the lane markings are covered by objects.
- When driving very close to the vehicle in front of you.
- If there are constant blinding effects because of oncoming light, e. g., from the sun low in the sky.
- When the windshield in front of the interior mirror is fogged over, dirty or covered with stickers, etc. When the windshield in front of the interior mirror is fogged over, dirty or covered with stickers.
- During calibration of the camera immediately after vehicle delivery.A Check Control message is displayed when the system is not fully functional.
If the trailer power socket is in use, for example during operation with trailer or bicycle rack, the system cannot be switched on. A Check Control message is displayed."
33554116_366.cml_System_limits_2	System limits	"Displaying warnings

 Depending on the selected warning settings, for example warning time, more warnings can be displayed. However, there may also be an excess of premature warnings of critical vehicles."
33554159_375.cml_System_limits_0	System limits	"Information

 Observe the system limits"
33554159_375.cml_System_limits_1	System limits	"Functional limitations

 The system may not be fully functional in the following situations:
- When a vehicle is approaching at a speed much faster than your own.
- In heavy fog, rain or snowfall.
- In tight curves or on narrow lanes.
- If the bumpers are dirty or iced up, or covered with stickers.
- If cargo protrudes.
- In the event of missing, worn, poorly visible, merging, diverging, or multiple lane markings such as in construction areas.
- When lane markings are covered in snow, ice, dirt or water.
- When the lane markings are not white.
- When the lane markings are covered by objects.
- When driving very close to the vehicle in front of you.
- If there are constant blinding effects because of oncoming light, e. g., from the sun low in the sky.
- When the windshield in front of the interior mirror is fogged over, dirty or covered with stickers, etc.
- When the windshield in front of the interior mirror is fogged over, dirty or covered with stickers.
- During calibration of the camera immediately after vehicle delivery.A Check Control message is displayed when the system is not fully functional.
If the trailer power socket is in use, for example during operation with trailer or bicycle rack, the system cannot be switched on. A Check Control message is displayed."
33554181_441.cml_Radar_sensor_0	Radar sensor	"For US owners only

 The transmitter and receiver units comply with part 15 of the FCC/Federal Communication Commission regulations. Operation is governed by the following:
FCC ID:
- OAYARS3-ACompliance statement:
This device complies with part 15 of the FCC Rules. Operation is subject to the following two conditions:
- This device may not cause harmful interference, and
- this device must accept any interference received, including interference that may cause undesired operation.Any unauthorized modifications or changes to these devices could void the user's authority to operate this equipment. Information

 To reduce electromagnetic effects, please use properly.
The standard SAR value is 2.0 W/kg; the tested value of this product is 0.751 W/kg.
NCC declaration:
1. Companies or persons without authorization should not change the frequency, increase the power, or change the characteristics or functions of the original design of low-power radio frequency devices with type approval.
2. Low-power radio frequency devices should not impair legal communication or flight safety. If this type of impairment is detected, the device should be switched off immediately. In this case, please contact the manufacturer and only use the product after the problem has been corrected.
3. The  legal communication  specified above refers to communication in accordance with telecommunication regulations. Low-power devices should withstand interference from legal communication and ISM devices."
33554264_214.cml_The_concept_0	The concept	"This system assists the driver by automatically setting and releasing the brake, such as when moving in stop-and-go traffic.
The vehicle is automatically held in place when it is stationary.
On inclines, the system prevents the vehicle from rolling backward when driving off."
33554316_867.cml_USB_devices_0	USB devices	"Playable formats

 MP3, MP4, M4A, M4B, AAC, WMA."
33554316_867.cml_USB_devices_1	USB devices	"Apple iPod/iPhone

 The music search and playback of Apple iPod/iPhone is supported."
33554316_867.cml_USB_devices_2	USB devices	"Audio player and storage media with USB connection

 Information on all music tracks, for example, artist, genre or track, as well as playback lists, are transmitted into the vehicle. This may take some time, depending on the USB device and the number of tracks.
During transmission, the tracks can be called up via the file directory.
Information from up to four USB devices or for approx. 40,000 tracks can be stored in the vehicle. If a fifth device is connected or if more than 40,000 tracks are stored, information on existing tracks will be deleted.
Music tracks with integrated Digital Rights Management, DRM, cannot be played."
33554316_867.cml_USB_devices_3	USB devices	"Selecting the USB device

 Connect the device to the USB interface, preferably using the adapter cable enclosed with the USB device.
1.  Media/Radio 
2.  USB 
or
Select the name of the USB device.Further playback descriptions."
33554407_268.cml_Displaying_stored_Check_Control_messages_0	Displaying stored Check Control messages	"About iDrive:
1.  My Vehicle 
2.  Vehicle status 
3.  Check Control 
4. Select the text message."
33554903_758.cml_Entering_destination_via_address_0	Entering destination via address	"The concept

 The address can be entered in any order."
33554903_758.cml_Entering_destination_via_address_1	Entering destination via address	"Entering the address

 1.  Navigation 
2.  Enter destination 
3.  n. t. a. (CN) 
4.  n. t. a. (CN)   n. t. a. (CN) 
5. Select an entry from the list or enter postal code.
6.  n. t. a. (CN) 
7.  n. t. a. (CN) 
8.  n. t. a. (CN) 
9. Select an entry from the list.
10.  n. t. a. (CN) 
11.  n. t. a. (CN) 
12.  n. t. a. (CN) 
13. Select  n. t. a. (CN)  or an entry.
14.  n. t. a. (CN)   n. t. a. (CN)   n. t. a. (CN) 
15. Enter letters and characters.
The list is narrowed down further with each letter.
16. Move Controller to the right to select entry from the list.
17.  n. t. a. (CN) 
18.  n. t. a. (ASIA)  or select other function."
33554942_661.cml_Entering_destination_via_address_0	Entering destination via address	"General information

 Destination guidance is started to the town/city center if no street is entered."
33554942_661.cml_Entering_destination_via_address_1	Entering destination via address	"Selecting the state/province

 1.  Navigation 
2.  Enter address 
3.  State/Province?   State/Province? 
4. Move Controller to the right to select the country from the list."
33554942_661.cml_Entering_destination_via_address_2	Entering destination via address	"Entering the address

 1.  City/Postal code? 
2. Enter letters or digits.
Move Controller to the right to select the town/city or zip code from the result list.
3.  Street? 
4. Enter the street as you would the town/city.
5.  House number/Intersection? 
6. Change to the list of house numbers and intersections.
7. Select house number or intersection. Or: enter a street and intersection

 1.  Street? 
2. Enter the street as you would the town/city.
3.  House number/Intersection? 
4. Change to the list of intersections.
5. If necessary,  Intersections 
6. Select desired intersection. Searching for the street

 The desired street does not exist in the specified city/town because it belongs to another part of the city/town.
1.  Navigation 
2.  Enter address 
3. Select  Street?  or the displayed street.
4. Change to the list of street names.
5. Select  in:  the displayed state/province or town/city.
All streets of the selected state/province are offered. The associated town/city is displayed after the street name.
6. Select the letters.
7. Change to the list of street names.
8. Select the street. Entering the address

 The concept

 The address can be entered in any order.
An example: entering the address via the town/city

 1.  City/Postal code? 
2. Enter the town/city.
The list is narrowed down further with each entry.
3. Select the symbol.
4. Move Controller to the right to select the town/city from the list.
5. If necessary, enter the street.
6. Select the street as you would the city.
7. If necessary, enter a house number.
8. Select the symbol.
9. Select a house number or range of house numbers from the list."
33554942_661.cml_Entering_destination_via_address_3	Entering destination via address	"Starting destination guidance

  Start guidance  or Adding an intermediate destination."
33555069_388.cml_Brake_assistant_0	Brake assistant	"When you apply the brakes rapidly, this system automatically produces the greatest possible braking force boost. It reduces the braking distance to a minimum during emergency stop. This system utilizes all of the benefits provided by ABS.
Do not reduce the pressure on the brake pedal for the duration of the emergency stop."
33555086_948.cml_Roadside_Assistance_0	Roadside Assistance	"The concept

 BMW Roadside Assistance can be contacted if assistance is needed in the event of a breakdown."
33555086_948.cml_Roadside_Assistance_1	Roadside Assistance	"General information

 In the event of a breakdown, data on the vehicle's condition are sent by BMW to Roadside Assistance. In some circumstances, the malfunctions can be eliminated directly. 
Roadside Assistance can also be contacted via a Check Control message. Roadside Assistance can also be contacted via a Check Control message."
33555086_948.cml_Roadside_Assistance_2	Roadside Assistance	"Starting Roadside Assistance

 Start service

 If the vehicle is equipped with Teleservices, support is first offered through TeleService Diagnosis and, where applicable, then through TeleService Help. If the vehicle is equipped with Teleservices, support is offered through TeleService Diagnosis. About iDrive:
1.  ConnectedDrive 
2.  BMW Assist 
3.  BMW Roadside Assistance 
A voice connection is established with Roadside Assistance.TeleService Diagnosis

 TeleService Diagnosis enables the wireless transmission of detailed vehicle data that are important for vehicle diagnosis. These data are transmitted automatically.
After the data are transmitted, a voice connection is established to Roadside Assistance. After the data are transmitted, the voice connection to Roadside Assistance is reestablished. Starting TeleService Help

 TeleService Help enables an in-depth diagnosis of the vehicle by Roadside Assistance via wireless transmission.
The driving ability of the vehicle can be restored for specific functions.
TeleService Help can be started after a prompt by Roadside Assistance and the termination of the voice connection.
1. Park the vehicle in a safe place.
2. Set the parking brake.
3. Control Display is switched on.
4.  TeleService Help After completion of TeleService Help, a voice connection is established to Roadside Assistance."
33555122_952.cml_Teleservice_Battery_Guard_0	Teleservice Battery Guard	"The concept

 If the battery charging state falls below certain values, BMW will inform you or your dealer's service center directly in defined cases or the next time the vehicle is started."
33555122_952.cml_Teleservice_Battery_Guard_1	Teleservice Battery Guard	"General information

 If necessary, the dealer's service center will contact you to arrange a service appointment."
33555122_952.cml_Teleservice_Battery_Guard_2	Teleservice Battery Guard	"Information

 Battery Guard Teleservice is activated and free of charge only in vehicles that meet certain technical requirements, have an active BMW ConnectedDrive contract, and are equipped with Intelligent emergency call or BMW ConnectedDrive services. To be informed by Battery Guard Teleservice, your contact data must be stored in the ConnectedDrive customer portal."
33555122_952.cml_Teleservice_Battery_Guard_3	Teleservice Battery Guard	"Displays

 Indicate when the last Teleservice Battery Guard Call was transmitted."
33555343_517.cml_Zoom_on_trailer_hitch_0	Zoom on trailer hitch	"To make it easier to attach a trailer, you can zoom in on the view of the trailer hitch.
The distance of the trailer to the trailer hitch can be estimated with the aid of two static circle segments.
A docking line dependent on the steering angle helps with aiming for the trailer with the trailer hitch.
Show the trailer hitch via the iDrive."
33555356_242.cml_Display_on_the_Control_Display_0	Display on the Control Display	"Drive mode changes can be briefly shown on the Control Display.
About iDrive:
1.  My Vehicle 
2.  Vehicle settings 
3.  Driving Experience Control 
4.  Driving mode control display "
33555500_324.cml_General_information_0	General information	"The system issues a two-phase warning of a possible danger of collision with vehicles at speeds above approx. 5 km/h 5 km/h, approx. 3 mph 3 mph/5 km/h . Time of warnings may vary with the current driving situation."
33555500_324.cml_General_information_1	General information	"Detection range

 It responds to objects if they are detected by the system."
33555703_482.cml_Activate/deactivate_assistance_functions_0	Activate/deactivate assistance functions	"More than one assistance function can be active at the same time.
-  Parking aid lines 
Pathway lines and turning radius lines are displayed.
-  Obstacle marking 
Spatially-shaped markings are displayed.
-  Trailer hitch - zoom 
A zoomed image of the trailer hitch is displayed."
